"item","file","mediatype","collection","title","creator","language","description","contributor","date","licenseurl"
cc-0001-23844787656,flickr/23844787656_28ffa5c44f_o.jpg,image,opensource_media,"Lockheed F-104N Starfighter NASA 812 NAS Lemoore 12Oct75 Peter B Lewis","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">Lockheed F-104N Starfighter NASA 812 NAS Lemoore 12Oct75 Peter B Lewis</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23844787656"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-20 06:50:36",http://flickr.com/commons/usage/
cc-0001-23844777176,flickr/23844777176_f7145286df_o.jpg,image,opensource_media,"Grumman A-6E Intruder  155689 VMA(AW)-242 McClellan AFB Dec86 Peter B Lewis","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">Grumman A-6E Intruder  155689 VMA(AW)-242 McClellan AFB Dec86 Peter B Lewis</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23844777176"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-20 06:50:36",http://flickr.com/commons/usage/
cc-0001-23844775076,flickr/23844775076_ef2db5f556_o.jpg,image,opensource_media,"McDonnell F-4B Phantom  152279 VMFA-314 MCAS Yuma 23Feb82 Peter B Lewis","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">McDonnell F-4B Phantom  152279 VMFA-314 MCAS Yuma 23Feb82 Peter B Lewis</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23844775076"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-20 06:50:36",http://flickr.com/commons/usage/
cc-0001-23844724246,flickr/23844724246_4f137017e3_o.jpg,image,opensource_media,"Lockheed F-104G Starfighter 63-13526 69TFTS 58TTW Luke AFB 26Feb82 Peter B Lewis","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">Lockheed F-104G Starfighter 63-13526 69TFTS 58TTW Luke AFB 26Feb82 Peter B Lewis</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23844724246"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-20 06:50:36",http://flickr.com/commons/usage/
cc-0001-23844660386,flickr/23844660386_235beece60_o.jpg,image,opensource_media,"Grumman A-6E Intruder 154136 VA-197 USS Enterprise NAS Alameda 10Oct75 Peter B Lewis","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">Grumman A-6E Intruder 154136 VA-197 USS Enterprise NAS Alameda 10Oct75 Peter B Lewis</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23844660386"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-20 06:50:36",http://flickr.com/commons/usage/
cc-0001-23844657226,flickr/23844657226_c5b05f22fa_o.jpg,image,opensource_media,"Grumman EA-6B Prowler 158809 VAQ-137 USS Enterprise NAS Alameda 10Oct75 Peter B Lewis","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">Grumman EA-6B Prowler 158809 VAQ-137 USS Enterprise NAS Alameda 10Oct75 Peter B Lewis</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23844657226"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-20 06:50:36",http://flickr.com/commons/usage/
cc-0001-23833469015,flickr/23833469015_52128f1caf_o.jpg,image,opensource_media,"MIlton Blackstone Image (2)","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">MIlton Blackstone Image (2)</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23833469015"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-18 09:08:34",http://flickr.com/commons/usage/
cc-0001-23833468395,flickr/23833468395_c8b046b077_o.jpg,image,opensource_media,"MIlton Blackstone Image (18)","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">MIlton Blackstone Image (18)</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23833468395"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-18 09:08:34",http://flickr.com/commons/usage/
cc-0001-23833188205,flickr/23833188205_dba126bf5f_o.jpg,image,opensource_media,"63 North American BT-9 on Randolph Field flight line","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">63 North American BT-9 on Randolph Field flight line</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23833188205"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-18 09:06:32",http://flickr.com/commons/usage/
cc-0001-23833188045,flickr/23833188045_1c95d15dc1_o.jpg,image,opensource_media,"02 New York City","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">02 New York City</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23833188045"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-18 09:06:32",http://flickr.com/commons/usage/
cc-0001-23833187945,flickr/23833187945_79579603d3_o.jpg,image,opensource_media,"06 Randolph Field photo montage","San Diego Air & Space Museum Archives",,"<span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/StillImage"" property=""dct:title"" rel=""dct:type"">06 Randolph Field photo montage</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""https://www.flickr.com/photos/49487266@N07/23833187945"" property=""cc:attributionName"" rel=""cc:attributionURL"">San Diego Air & Space Museum Archives</a> has <a rel=""license"" href=""http://flickr.com/commons/usage/"">no known copyright restrictions</a>.",,"2015-12-18 09:06:32",http://flickr.com/commons/usage/
